train_frac,test_frac,train_mean,train_std,test_mean,test_std
0.05,0.95,0.7484989648033127,0.02540015133184768,0.3302479255844846,0.02431884423098242
0.1,0.9,0.6677732558139533,0.034303837572132595,0.4674890250949111,0.03492853233777003
0.15,0.85,0.6037597924010968,0.05085959643835007,0.49940067370599506,0.02338882490002752
0.2,0.8,0.6052714754590749,0.04234281239927554,0.5130654650311199,0.01682920986401023
0.25,0.75,0.585236630936542,0.03335315416938789,0.49231484798330527,0.020561405087174984
0.3,0.7,0.5660516724026676,0.032128968569276745,0.5071804355572324,0.0225923739729274
0.35,0.65,0.5565772057396413,0.022673346522260364,0.5060447895691154,0.014686184666760096
0.4,0.6,0.5596027165726414,0.013273912948111226,0.5139566424390881,0.024485320649220058
0.45,0.55,0.5697304270601253,0.023913610571110574,0.49975451299190377,0.018762072004985187
0.5,0.5,0.554355065604638,0.01190311680740926,0.5165694257298832,0.03969369819534024
0.55,0.44999999999999996,0.5627151582492841,0.01969332995327414,0.5192521628126556,0.015007901561116572
0.6,0.4,0.5510025540808812,0.015632615062163888,0.5348013268644498,0.01995151924740195
0.65,0.35,0.5466005368866759,0.006464028622377289,0.5307930251986556,0.027048687489686113
0.7,0.30000000000000004,0.5482572719133556,0.008224197967954728,0.5410492921469485,0.03278778241225839
0.75,0.25,0.555759097438776,0.008025545620395775,0.5238880762942293,0.010322987068188556
0.8,0.19999999999999996,0.5502035635990682,0.010577533989986187,0.5475533030791712,0.03626998023414631
0.85,0.15000000000000002,0.5506967267758724,0.005977439321135524,0.5393720238095238,0.03189293325691711
0.9,0.09999999999999998,0.5462567201529028,0.004756131482111033,0.5737174418604651,0.0382431919841866
0.95,0.050000000000000044,0.5523136238344657,0.00457336693990919,0.44360781730346943,0.07516594271779331
